"IsAlert","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","E11","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
1,0,0,1,-16,0.02,318,1,1,1,57,0,101.43,0.46,1008,7.48,0,2011,0,5.6,0,4,15.02
1,0,0,1,-16,0.02,318,1,1,1,57,0,101.28,0.56,1008,7.48,0,2005,0,5.6,0,4,15.03
1,0,0,1,14,0.02,314,1,1,1,57,0,101.23,0.28,1008,7.48,0,2001,0,4.3,0,4,15.02
1,0,0,1,14,0.02,314,1,1,1,57,0,101.25,0.46,1008,7.48,0,1988,0,4.3,0,4,15.01
1,0,0,1,14,0.02,314,1,1,1,57,0,101.18,0.39,240,5.99,0,1990,0,3.4,0,4,14.99
1,0,0,1,14,0.02,314,1,1,1,57,0,101.09,0.28,752,5.99,0,1978,0,2.6,0,4,14.99
1,0,0,1,28,0.02,313,1,1,1,57,0,100.92,0.18,240,5.99,0,1967,0,1.3,0,4,14.96
1,0,0,1,28,0.02,313,1,1,1,57,0,100.81,0.28,752,5.99,0,1962,0,0,0,4,14.91
1,0,0,1,28,0.02,313,1,1,1,57,0,100.69,0.28,496,5.99,0,1944,0,0,0,4,14.91
1,0,0,1,28,0.02,313,1,1,1,57,0,100.55,0.28,240,5.99,0,1933,0,0,0,4,14.93
1,0,0,1,28,0.02,313,1,1,1,57,0,100.44,0.28,240,5.99,0,1951,0,0,0,4,14.94
1,0,0,1,28,0.02,313,1,1,1,57,0,100.3,0.28,240,5.99,0,1956,0,0,0,4,14.89
1,0,0,1,14,0.02,319,1,1,1,57,0,100.12,0.18,240,5.99,0,1952,0,0,0,4,14.88
1,0,0,1,14,0.02,319,1,1,1,57,0,99.99,0.18,240,5.99,0,1946,0,0,0,4,14.86
1,0,0,1,14,0.02,319,1,1,1,57,0,99.68,0.39,240,5.99,0,1943,0,0,0,4,14.82
1,0,0,1,14,0.02,319,1,1,1,57,0,99.68,0.39,240,5.99,0,1943,0,0,0,4,14.75
1,0,0,1,4,0.02,323,1,1,1,58,0,99.43,0.18,240,5.99,0,1940,0,0,0,4,14.74
1,0,0,1,4,0.02,323,1,1,1,58,0,99.43,0.18,240,5.99,0,1940,0,0,0,4,14.73
1,0,0,1,4,0.02,323,1,1,1,58,0,99.17,0.28,240,5.99,0,1930,0,0,0,4,14.61
1,0,0,1,4,0.02,323,1,1,1,58,0,99.17,0.28,240,5.99,0,1930,0,0,0,4,14.6
1,0,0,1,4,0.02,323,1,1,1,58,0,98.86,0.18,240,5.99,0,1927,0,0,0,4,14.68
1,0,0,1,4,0.02,323,1,1,1,58,0,98.86,0.18,240,5.99,0,1927,0,0,0,4,14.66
1,0,0,1,-6,0.02,324,1,1,1,58,0,98.71,0.28,240,5.99,0,1926,0,0,0,4,14.62
1,0,0,1,-6,0.02,324,1,1,1,58,0,98.71,0.28,240,5.99,0,1926,0,0,0,4,14.61
1,0,0,1,-6,0.02,324,1,1,1,58,0,98.24,0.07,240,5.99,0,1916,0,0,0,4,14.63
1,0,0,1,-6,0.02,324,1,1,1,58,0,98.24,0.07,240,5.99,0,1916,0,0,0,4,14.6
0,0,0,1,-6,0.02,320,1,1,1,58,0,98.17,0.18,240,5.99,0,1910,0,0,0,4,14.58
0,0,0,1,-6,0.02,320,1,1,1,58,0,98.17,0.18,240,5.99,0,1910,0,0,0,4,14.64
0,0,0,1,-6,0.02,320,1,1,1,58,0,97.67,0.07,240,5.99,0,1904,0,0.8,0,4,14.75
0,0,0,1,-6,0.02,320,1,1,1,58,0,97.67,0.07,240,5.99,0,1904,0,0.8,0,4,14.77
0,0,0,1,-6,0.02,320,1,1,1,58,0,97.72,0.07,240,5.99,0,1919,0,1.3,0,4,14.86
0,0,0,1,-6,0.02,320,1,1,1,58,0,97.72,0.07,240,5.99,0,1919,0,1.3,0,4,14.94
0,0,0,1,-6,0.02,320,1,1,1,58,0,97.65,0.18,240,5.99,0,1891,0,3,0,4,14.96
0,0,0,1,-6,0.02,320,1,1,1,58,0,97.53,0.39,240,5.99,0,1895,0,4.7,0,4,14.75
1,0,0,1,8,0.02,318,1,1,1,58,0,97.41,0.39,240,5.99,0,1915,0,5.2,0,4,14.59
1,0,0,1,8,0.02,318,1,1,1,58,0,97.32,0.39,240,5.99,0,1929,0,5.2,0,4,14.76
1,0,0,1,8,0.02,318,1,1,1,58,0,97.22,0.28,240,5.99,0,1956,0,5.2,0,4,14.78
1,0,0,1,8,0.02,318,1,1,1,58,0,97.16,0.39,240,5.99,0,1946,0,6.5,0,4,14.73
1,0,0,1,8,0.02,318,1,1,1,58,0,97.11,0.56,240,5.99,0,1922,0,8.6,0,4,14.71
1,0,0,1,8,0.02,318,1,1,1,58,0,97.11,0.46,240,5.99,0,1919,0,10.8,0,4,14.7
1,0,0,1,8,0.02,320,1,1,1,58,0,97.11,0.39,496,4.51,0,1937,0,12.1,0,4,14.69
1,0,0,1,8,0.02,320,1,1,1,58,0,97.07,0.39,240,4.51,0,1954,0,13,0,4,14.68
1,0,0,1,8,0.02,320,1,1,1,58,0,97.01,0.39,240,4.51,0,1940,0,14.3,0,4,14.7
1,0,0,1,8,0.02,320,1,1,1,58,0,96.93,0.07,752,4.51,0,1923,0,15.2,0,4,14.73
1,0,0,1,8,0.02,320,1,1,1,58,0,97.09,0,240,4.51,0,1932,0,16.9,0,4,14.76
1,0,0,1,8,0.02,320,1,1,1,58,0,97.04,0,1023,3.02,0,1933,0,17.8,0,4,14.8
1,0,0,1,8,0.02,320,1,1,1,58,0,97.09,0.07,240,3.02,0,1924,0,18.2,0,4,14.88
1,0,0,1,8,0.02,320,1,1,1,58,0,96.99,0,511,3.02,0,1916,0,18.2,0,4,14.95
1,0,0,0,8,0.02,320,1,1,1,58,0,97.01,0,511,3.02,0,1910,0,18.2,0,4,14.97
1,0,0,0,8,0.02,320,1,1,1,58,0,97.02,-0.07,255,4.51,0,1901,0,18.2,0,4,15.03
1,0,0,0,8,0.02,320,1,1,1,58,0,97.17,0,1008,5.99,0,1901,0,18.2,0,4,15.08
1,0,0,0,8,0.02,320,1,1,1,58,0,97.2,0.07,240,5.99,0,1898,0,18.6,0,4,15.16
1,0,0,0,8,0.02,320,1,1,1,58,0,97.24,0.28,240,5.99,0,1900,0,19.5,0,4,15.2
1,0,0,0,8,0.02,320,1,1,1,58,0,97.09,0.18,752,5.99,0,1899,0,19.5,0,4,15.23
1,0,0,1,8,0.02,322,1,1,1,57,0,97.13,0.39,752,5.99,0,1901,0,19.5,0,4,15.26
1,0,0,1,8,0.02,322,1,1,1,57,0,97.23,0.46,240,5.99,0,1911,0,19.5,0,4,15.3
1,0,0,1,8,0.02,322,1,1,1,57,0,97.19,0.46,752,5.99,0,1906,0,19.5,0,4,15.34
1,0,0,1,8,0.02,322,1,1,1,57,0,97.31,0.18,240,5.99,0,1899,0,19.5,0,4,15.34
1,0,0,1,8,0.02,322,1,1,1,57,0,97.38,0.07,240,5.99,0,1900,0,19.5,0,4,15.35
1,0,0,1,8,0.02,322,1,1,1,57,0,97.4,0.18,240,5.99,0,1902,0,19.5,0,4,15.36
1,0,0,1,12,0.02,317,1,1,1,57,0,97.49,0.18,240,5.99,0,1905,0,19.5,0,4,15.4
1,0,0,1,12,0.02,317,1,1,1,57,0,97.4,0.28,240,5.99,0,1905,0,19.1,0,4,15.43
1,0,0,1,12,0.02,317,1,1,1,57,0,97.41,0.07,240,5.99,0,1905,0,19.1,0,4,15.46
1,0,0,1,12,0.02,317,1,1,1,57,0,97.39,0.18,240,5.99,0,1908,0,19.1,0,4,15.45
1,0,0,1,4,0.02,311,1,1,1,57,0,97.49,0.28,240,5.99,0,1905,0,18.6,0,4,15.47
1,0,0,1,4,0.02,311,1,1,1,57,0,97.57,0.39,240,7.48,0,1910,0,18.2,0,4,15.52
1,0,0,1,4,0.02,311,1,1,1,57,0,97.66,0.39,752,7.48,0,1912,0,18.2,0,4,15.57
1,0,0,1,4,0.02,311,1,1,1,57,0,97.63,0.39,1008,7.48,0,1912,0,18.2,0,4,15.59
1,0,0,1,4,0.02,311,1,1,1,57,0,97.62,0.28,1008,7.48,0,1908,0,18.2,0,4,15.6
1,0,0,1,4,0.02,311,1,1,1,57,0,97.68,0.39,752,5.99,0,1907,0,18.2,0,4,15.56
1,0,0,1,-14,0.02,312,1,1,1,57,0,97.67,0.28,752,5.99,0,1913,0,18.2,0,4,15.35
1,0,0,1,-14,0.02,312,1,1,1,57,0,97.71,0.28,240,5.99,0,1918,0,18.2,0,4,15.16
1,0,0,1,-14,0.02,312,1,1,1,57,0,97.93,0.07,496,5.99,0,1922,0,18.2,0,4,15.11
1,0,0,1,-14,0.02,312,1,1,1,57,0,97.93,0.07,496,5.99,0,1922,0,18.2,0,4,15.13
1,0,0,1,-18,0.02,317,1,1,1,57,0,97.93,0.18,240,5.99,0,1921,0,17.8,0,4,15.1
1,0,0,1,-18,0.02,317,1,1,1,57,0,97.93,0.18,240,5.99,0,1921,0,17.8,0,4,15.05
1,0,0,1,-18,0.02,317,1,1,1,57,0,97.86,0.18,752,7.48,0,1919,0,16.9,0,4,15.02
1,0,0,1,-18,0.02,317,1,1,1,57,0,97.86,0.18,752,7.48,0,1919,0,16.9,0,4,15.09
1,0,0,1,-10,0.02,315,1,1,1,57,0,97.99,0.56,496,10.5,0,1919,0,16.9,0,4,15.16
1,0,0,1,-10,0.02,315,1,1,1,57,0,97.99,0.56,496,10.5,0,1919,0,16.9,0,4,15.19
1,0,0,1,-10,0.02,311,1,1,1,57,0,98.07,0.88,240,10.5,0,1936,0,19.5,0,4,15.17
1,0,0,1,-10,0.02,311,1,1,1,57,0,98.07,0.88,240,10.5,0,1936,0,19.5,0,4,15.18
1,0,0,1,-10,0.02,311,1,1,1,57,0,98.03,0.88,752,9.01,0,1963,0,19.5,0,4,15.15
1,0,0,1,-10,0.02,311,1,1,1,57,0,98.03,0.88,752,9.01,0,1963,0,19.5,0,4,15.19
1,0,0,1,-8,0.02,309,1,1,0,68,0,98.07,0.67,240,7.48,0,1940,0,19.5,0,4,15.27
1,0,0,1,-8,0.02,309,1,1,0,68,0,98.07,0.67,240,7.48,0,1940,0,19.5,0,4,15.33
0,0,0,1,-8,0.02,313,1,1,1,57,0,98.27,0.46,240,7.48,0,1953,0,21.3,0,4,15.36
0,0,0,1,-8,0.02,313,1,1,1,57,0,98.27,0.46,240,7.48,0,1953,0,21.3,0,4,15.34
0,0,0,1,-8,0.02,313,1,1,1,57,0,98.13,0.28,752,7.48,0,1962,0,22.6,0,4,15.32
0,0,0,1,-8,0.02,313,1,1,1,57,0,98.13,0.28,752,7.48,0,1962,0,22.6,0,4,15.31
0,0,0,1,-8,0.02,313,1,1,1,57,0,98.34,0.56,496,7.48,0,1937,0,22.6,0,4,15.37
0,0,0,1,-8,0.02,313,1,1,1,57,0,98.34,0.56,496,7.48,0,1937,0,22.6,0,4,15.38
0,0,0,1,-8,0.02,313,1,1,1,57,0,98.39,0.46,752,7.48,0,1934,0,22.6,0,4,15.36
0,0,0,1,-8,0.02,313,1,1,1,57,0,98.49,0.39,496,5.99,0,1936,0,23,0,4,15.35
0,0,0,1,-8,0.02,313,1,1,1,57,0,98.48,0.39,1008,5.99,0,1937,0,23,0,4,15.32
0,0,0,1,-8,0.02,313,1,1,1,57,0,98.51,0.39,496,5.99,0,1939,0,23,0,4,15.3
0,0,0,1,-8,0.02,313,1,1,1,57,0,98.65,0.07,496,5.99,0,1942,0,23,0,4,15.31
0,0,0,1,-8,0.02,313,1,1,1,57,0,98.74,0,752,4.51,0,1946,0,23,0,4,15.27
0,0,0,1,-8,0.02,313,1,1,1,57,0,98.72,0.18,1008,4.51,0,1947,0,23,0,4,15.24
0,0,0,1,-8,0.02,313,1,1,1,57,0,98.81,0,1008,4.51,0,1937,0,23,0,4,15.26
0,0,0,1,-8,0.02,313,1,1,1,57,0,98.85,0.07,1008,4.51,0,1937,0,23,0,4,15.23
0,0,0,1,-8,0.02,313,1,1,1,57,0,98.97,0.28,1008,5.99,0,1942,0,23.4,0,4,15.19
0,0,0,1,0,0.02,315,1,1,1,58,0,98.94,0.28,240,5.99,0,1942,0,23.9,0,4,15.15
0,0,0,1,0,0.02,315,1,1,1,58,0,99.07,0.18,240,5.99,0,1944,0,23.9,0,4,15.16
0,0,0,1,0,0.02,315,1,1,1,58,0,99.16,0.39,1008,5.99,0,1953,0,23.9,0,4,15.14
0,0,0,1,0,0.02,315,1,1,1,58,0,99.2,0.39,1008,5.99,0,1965,0,23.9,0,4,15.13
0,0,0,1,0,0.02,315,1,1,1,58,0,99.28,0.56,496,5.99,0,1965,0,23.9,0,4,15.11
0,0,0,1,0,0.02,315,1,1,1,58,0,99.35,0.28,240,5.99,0,1953,0,23.9,0,4,15.11
1,0,0,1,4,0.02,314,1,1,1,58,0,99.46,0.28,240,5.99,0,1951,0,23.9,0,4,15.1
1,0,0,1,4,0.02,314,1,1,1,58,0,99.5,0.18,240,5.99,0,1950,0,23.9,0,4,15.09
1,0,0,1,4,0.02,314,1,1,1,58,0,99.59,0.18,1008,4.51,0,1947,0,23.9,0,4,15.06
1,0,0,1,4,0.02,314,1,1,1,58,0,99.67,0.18,511,4.51,0,1955,0,23.9,0,4,15.07
1,0,0,1,-6,0.02,318,1,1,1,58,0,99.75,0.07,511,4.51,0,1961,0,23.9,0,4,15.04
1,0,0,1,-6,0.02,318,1,1,1,58,0,99.74,0.18,1023,4.51,0,1958,0,23.4,0,4,15.04
1,0,0,1,-6,0.02,318,1,1,1,58,0,99.8,-0.07,511,4.51,0,1960,0,23.4,0,4,15.03
1,0,0,1,-6,0.02,318,1,1,1,58,0,99.85,-0.07,240,5.99,0,1959,0,23.4,0,4,15.01
1,0,0,1,-6,0.02,318,1,1,1,58,0,100.06,0.28,752,5.99,0,1956,0,23.4,0,4,14.99
1,0,0,1,-6,0.02,318,1,1,1,58,0,100.07,0.18,496,5.99,0,1963,0,23.4,0,4,14.99
1,0,0,1,-6,0.02,318,1,1,1,58,0,100.2,0.28,496,5.99,0,1960,0,23.4,0,4,14.99
1,0,0,1,-6,0.02,318,1,1,1,58,0,100.17,0.28,1008,5.99,0,1963,0,23.4,0,4,14.99
1,0,0,1,6,0.02,320,1,1,1,59,0,100.33,0.28,240,5.99,0,1965,0,23.4,0,4,15
1,0,0,1,6,0.02,320,1,1,1,59,0,100.38,0.07,496,5.99,0,1970,0,23.4,0,4,14.98
0,0,0,1,10,0.02,317,1,1,1,59,0,100.23,0.07,240,4.51,0,1980,0,23.4,0,4,14.99
0,0,0,1,10,0.02,317,1,1,1,59,0,100.44,0.07,752,4.51,0,1976,0,23.4,0,4,14.98
0,0,0,1,10,0.02,317,1,1,1,59,0,100.6,0.07,1008,4.51,0,1978,0,23.4,0,4,15
0,0,0,1,10,0.02,317,1,1,1,59,0,100.6,0.07,1008,4.51,0,1978,0,23.4,0,4,14.99
0,0,0,1,10,0.02,317,1,1,1,59,0,100.66,0,1008,4.51,0,1974,0,23.4,0,4,14.98
0,0,0,1,10,0.02,317,1,1,1,59,0,100.66,0,1008,4.51,0,1974,0,23.4,0,4,14.96
1,0,0,1,12,0.02,316,1,1,1,59,0,100.89,0.07,496,4.51,0,1989,0,23.4,0,4,14.97
1,0,0,1,12,0.02,316,1,1,1,59,0,100.89,0.07,496,4.51,0,1989,0,23.4,0,4,14.95
1,0,0,1,12,0.02,316,1,1,1,59,0,100.89,0,511,4.51,0,1998,0,23.9,0,4,14.94
1,0,0,1,12,0.02,316,1,1,1,59,0,100.89,0,511,4.51,0,1998,0,23.9,0,4,14.93
1,0,0,1,2,0.02,317,1,1,1,59,0,101.09,0,496,4.51,0,2007,0,23.9,0,4,14.92
1,0,0,1,2,0.02,317,1,1,1,59,0,101.09,0,496,4.51,0,2007,0,23.9,0,4,14.92
1,0,0,1,2,0.02,317,1,1,1,59,0,101.14,-0.07,496,4.51,0,2001,0,23.9,0,4,14.91
1,0,0,1,2,0.02,317,1,1,1,59,0,101.14,-0.07,496,4.51,0,2001,0,23.9,0,4,14.91
1,0,0,1,2,0.02,317,1,1,1,59,0,101.37,0.07,496,4.51,0,2026,0,23.9,0,4,14.92
1,0,0,1,2,0.02,317,1,1,1,59,0,101.37,0.07,496,4.51,0,2026,0,23.9,0,4,14.93
1,0,0,1,-4,0.02,315,1,1,1,59,0,101.42,0,496,4.51,0,2004,0,23.9,0,4,14.92
1,0,0,1,-4,0.02,315,1,1,1,59,0,101.42,0,496,4.51,0,2004,0,23.9,0,4,14.92
1,0,0,1,-4,0.02,315,1,1,1,59,0,101.67,0,496,4.51,0,2013,0,23.9,0,4,14.92
1,0,0,1,-4,0.02,315,1,1,1,59,0,101.67,0,496,4.51,0,2013,0,23.9,0,4,14.91
1,0,0,1,-6,0.02,314,1,1,1,60,0,101.66,0,511,3.02,0,2012,0,23.9,0,4,14.89
1,0,0,1,-6,0.02,314,1,1,1,60,0,101.66,0,511,3.02,0,2012,0,23.9,0,4,14.9
1,0,0,1,-6,0.02,314,1,1,1,60,0,101.65,0,767,3.02,0,2009,0,23.9,0,4,14.89
1,0,0,1,-6,0.02,314,1,1,1,60,0,101.73,0,767,3.02,0,2017,0,23.9,0,4,14.89
1,0,0,1,-6,0.02,314,1,1,1,60,0,101.86,0,255,3.02,0,2021,0,23.9,0,4,14.87
1,0,0,1,-6,0.02,314,1,1,1,60,0,101.87,-0.07,511,3.02,0,2014,0,23.9,0,4,14.87
1,0,0,1,-6,0.02,314,1,1,1,60,0,101.82,0,767,3.02,0,1999,0,23.9,0,4,14.88
1,0,0,1,-6,0.02,314,1,1,1,60,0,101.87,0,511,3.02,0,2004,0,23.9,0,4,14.89
1,0,0,1,8,0.02,317,1,1,1,60,0,102.06,0,1008,4.51,0,2014,0,23.9,0,4,14.89
1,0,0,1,8,0.02,317,1,1,1,60,0,102.28,0.07,1008,4.51,0,2015,0,23.9,0,4,14.91
1,0,0,1,8,0.02,317,1,1,1,60,0,102.31,0.18,752,4.51,0,2016,0,23.9,0,4,14.92
1,0,0,1,8,0.02,317,1,1,1,60,0,102.18,0,240,4.51,0,2017,0,23.9,0,4,14.91
1,0,0,1,18,0.01,318,1,1,1,60,0,102.23,0.18,752,4.51,0,2014,0,23.9,0,4,14.89
1,0,0,1,18,0.01,318,1,1,1,60,0,102.28,0.39,752,4.51,0,2013,0,23.9,0,4,14.9
1,0,0,1,18,0.01,318,1,1,1,60,0,102.33,0.28,240,4.51,0,2012,0,24.7,0,4,14.92
1,0,0,1,18,0.01,318,1,1,1,60,0,102.43,0,496,3.02,0,2010,0,26.9,0,4,14.91
1,0,0,1,18,0.01,318,1,1,1,60,0,102.57,0,1023,3.02,0,2006,0,27.3,0,4,14.9
1,0,0,1,18,0.01,318,1,1,1,60,0,102.67,0,767,3.02,0,2041,0,27.8,0,4,14.91
1,0,0,1,12,0.02,323,1,1,1,59,0,102.68,-0.18,255,3.02,0,2064,0,28.2,0,4,14.92
1,0,0,1,12,0.02,323,1,1,1,59,0,102.89,0,1023,3.02,0,2038,0,28.2,0,4,14.9
1,0,0,1,12,0.02,323,1,1,1,59,0,102.99,0.07,511,3.02,0,2049,0,28.2,0,4,14.89
1,0,0,1,12,0.02,323,1,1,1,59,0,102.91,0,767,4.51,0,2048,0,28.2,0,4,14.89
1,0,0,1,12,0.02,323,1,1,1,59,0,102.95,0,240,4.51,0,2033,0,28.2,0,4,14.87
1,0,0,1,12,0.02,323,1,1,1,59,0,103.3,0,1008,4.51,0,2029,0,28.2,0,4,14.9
0,0,0,1,4,0.02,320,1,1,1,58,0,103.52,0,496,4.51,0,2036,0,28.6,0,4,14.9
0,0,0,1,4,0.02,320,1,1,1,58,0,103.39,0.18,752,4.51,0,2041,0,28.6,0,4,14.88
0,0,0,1,4,0.02,320,1,1,1,58,0,103.53,0,1008,4.51,0,2050,0,28.6,0,4,14.87
0,0,0,1,4,0.02,320,1,1,1,58,0,103.68,0.07,240,4.51,0,2056,0,28.6,0,4,14.88
0,0,0,1,4,0.01,260,0,0,1,58,0,103.77,0.07,496,4.51,0,2052,0,28.6,0,4,14.87
0,0,0,1,4,0.01,260,0,0,1,58,0,103.73,0.07,240,4.51,0,2045,0,28.2,0,4,14.88
0,0,0,1,4,0.01,260,0,0,1,58,0,103.93,0,240,4.51,0,2051,0,27.8,0,4,14.86
0,0,0,1,4,0.01,260,0,0,1,58,0,104.03,0,255,4.51,0,2048,0,27.3,0,4,14.85
0,0,0,1,4,0.01,260,0,0,1,58,0,104.3,0,255,4.51,0,2039,0,27.3,0,4,14.84
0,0,0,1,4,0.01,260,0,0,1,58,0,104.44,0,255,4.51,0,2041,0,27.3,0,4,14.85
1,0,0,1,6,0.02,318,1,1,1,57,0,104.43,0,240,4.51,0,2050,0,27.3,0,4,14.85
1,0,0,1,6,0.02,318,1,1,1,57,0,104.5,0,240,4.51,0,2059,0,26.9,0,4,14.86
1,0,0,1,6,0.02,318,1,1,1,57,0,104.79,0,240,4.51,0,2059,0,20.8,0,4,14.86
1,0,0,1,6,0.02,318,1,1,1,57,0,104.79,0,240,4.51,0,2059,0,20.8,0,4,14.86
1,0,0,1,-4,0.02,322,1,1,1,57,0,104.76,-0.07,240,4.51,0,2045,0,18.6,0,4,14.86
1,0,0,1,-4,0.02,322,1,1,1,57,0,104.76,-0.07,240,4.51,0,2045,0,18.6,0,4,14.84
1,0,0,1,-4,0.02,322,1,1,1,57,0,104.9,0,240,4.51,0,2048,0,18.6,0,4,14.84
1,0,0,1,-4,0.02,322,1,1,1,57,0,104.9,0,240,4.51,0,2048,0,18.6,0,4,14.84
1,0,0,1,-4,0.02,322,1,1,1,57,0,104.95,0.28,240,4.51,0,2057,0,18.6,0,4,14.84
1,0,0,1,-4,0.02,322,1,1,1,57,0,104.95,0.28,240,4.51,0,2057,0,18.6,0,4,14.84
1,0,0,1,-10,0.02,317,1,1,1,57,0,104.97,0,240,4.51,0,2057,0,18.6,0,4,14.84
1,0,0,1,-10,0.02,317,1,1,1,57,0,104.97,0,240,4.51,0,2057,0,18.6,0,4,14.85
1,0,0,1,-10,0.02,317,1,1,1,57,0,104.97,0.07,240,4.51,0,2052,0,13,0,4,14.85
1,0,0,1,-10,0.02,317,1,1,1,57,0,104.97,0.07,240,4.51,0,2052,0,13,0,4,14.85
1,0,0,1,-2,0.01,314,1,1,1,56,0,104.88,0,240,4.51,0,2043,0,11.7,0,4,14.84
1,0,0,1,-2,0.01,314,1,1,1,56,0,104.88,0,240,4.51,0,2043,0,11.7,0,4,14.85
1,0,0,1,-2,0.01,314,1,1,1,56,0,104.85,0,240,4.51,0,2056,0,11.3,0,4,14.85
1,0,0,1,-2,0.01,314,1,1,1,56,0,104.81,0.07,240,4.51,0,2082,0,10.8,0,4,14.85
1,0,0,1,-2,0.01,314,1,1,1,56,0,104.74,-0.07,240,4.51,0,2064,0,10.4,0,4,14.83
1,0,0,1,-2,0.01,314,1,1,1,56,0,104.82,0,240,4.51,0,2049,0,10.4,0,4,14.81
1,0,0,1,-2,0.01,314,1,1,1,56,0,104.56,0,240,4.51,0,2055,0,9.9,0,4,14.83
1,0,0,1,-2,0.01,314,1,1,1,56,0,104.3,0.07,240,4.51,0,2055,0,9.9,0,4,14.83
1,0,0,1,-2,0.01,314,1,1,1,56,0,104.4,0.07,240,4.51,0,2049,0,9.9,0,4,14.83
1,0,0,1,-2,0.01,314,1,1,1,56,0,104.59,0,240,4.51,0,2063,0,9.9,0,4,14.82
1,0,0,1,-2,0.01,314,1,1,1,56,0,104.54,0.07,240,4.51,0,2069,0,9.9,0,4,14.85
1,0,0,1,-2,0.01,314,1,1,1,56,0,104.36,-0.18,240,4.51,0,2072,0,8.2,0,4,14.85
1,0,0,1,-2,0.01,314,1,1,1,56,0,104.04,0.07,240,4.51,0,2070,0,4.3,0,4,14.84
1,0,0,1,-2,0.01,314,1,1,1,56,0,104.06,0.18,240,4.51,0,2043,0,0.4,0,4,14.85
1,0,0,1,-2,0.01,314,1,1,1,56,0,103.79,0,240,4.51,0,1970,0,0,0,4,14.84
1,0,0,1,-2,0.01,314,1,1,1,56,0,103.91,0,240,4.51,0,2010,0,0,0,4,14.84
1,0,0,1,-2,0.01,314,1,1,1,56,0,103.71,0,240,4.51,0,2018,0,0,0,4,14.85
1,0,0,1,-2,0.01,314,1,1,1,56,0,103.57,0,240,4.51,0,2016,0,0,0,4,14.86
1,0,0,1,4,0.02,315,1,1,1,56,0,103.54,0,240,4.51,0,2013,0,0,0,4,14.87
1,0,0,1,4,0.02,315,1,1,1,56,0,103.21,0,240,4.51,0,2015,0,0,0,4,14.89
1,0,0,1,4,0.02,315,1,1,1,56,0,102.93,0,240,4.51,0,2008,0,0,0,4,14.89
1,0,0,1,4,0.02,315,1,1,1,56,0,102.92,0,255,4.51,0,2008,0,0,0,4,14.9
1,0,0,1,4,0.02,315,1,1,1,56,0,102.91,0.07,240,4.51,0,2006,0,0,0,4,14.93
1,0,0,1,4,0.02,315,1,1,1,56,0,102.8,0,240,4.51,0,2001,0,0,0,4,14.96
1,0,0,1,4,0.02,312,1,1,1,55,0,102.45,0,240,4.51,0,1999,0,0,0,4,14.97
1,0,0,1,4,0.02,312,1,1,1,55,0,102.38,0,240,4.51,0,1996,0,0,0,4,14.98
